,id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
845,216193,Прежний уровень,стандарт,да,3.2,4,191,0.19,Товары для детей,4,4,5,13
846,216194,Прежний уровень,стандарт,да,5.0,4,600,0.15,Товары для детей,4,4,1,11
847,216195,Прежний уровень,стандарт,да,5.8,4,732,0.11,Косметика и аксесуары,5,1,4,9
848,216196,Прежний уровень,стандарт,да,4.1,4,783,0.14,Техника для красоты и здоровья,6,3,2,11
849,216197,Прежний уровень,премиум,да,4.9,5,406,0.25,Кухонная посуда,5,0,6,12
850,216198,Прежний уровень,стандарт,да,4.9,3,987,0.12,Техника для красоты и здоровья,3,2,3,7
851,216199,Прежний уровень,премиум,да,4.3,3,1025,0.2,Домашний текстиль,4,2,8,8
852,216200,Прежний уровень,премиум,да,4.2,3,967,0.28,Мелкая бытовая техника и электроника,4,2,5,15
853,216201,Прежний уровень,стандарт,да,4.9,4,718,0.21,Мелкая бытовая техника и электроника,6,3,4,6
854,216202,Прежний уровень,премиум,да,4.4,4,1004,0.17,Техника для красоты и здоровья,4,1,5,5
855,216203,Прежний уровень,премиум,да,4.0,4,1009,0.3,Товары для детей,3,2,5,11
856,216204,Прежний уровень,стандарт,да,5.2,4,622,0.24,Товары для детей,4,3,5,18
857,216205,Прежний уровень,стандарт,нет,6.3,3,566,0.12,Мелкая бытовая техника и электроника,2,2,2,10
858,216206,Прежний уровень,стандарт,да,4.4,5,747,0.14,Домашний текстиль,3,3,7,13
859,216207,Прежний уровень,стандарт,да,4.1,4,503,0.25,Техника для красоты и здоровья,4,2,1,11
860,216208,Прежний уровень,стандарт,да,3.9,3,827,0.12,Техника для красоты и здоровья,4,1,5,8
861,216209,Прежний уровень,стандарт,нет,4.1,4,169,0.17,Товары для детей,5,0,3,6
862,216210,Прежний уровень,стандарт,да,6.3,5,185,0.3,Кухонная посуда,4,5,5,11
863,216211,Прежний уровень,премиум,да,6.3,3,1030,0.13,Домашний текстиль,4,2,5,9
864,216212,Прежний уровень,стандарт,нет,4.4,3,206,0.29,Товары для детей,4,4,6,12
865,216213,Прежний уровень,стандарт,да,3.3,4,410,0.13,Домашний текстиль,6,2,8,11
866,216214,Прежний уровень,премиум,да,5.5,4,629,0.27,Техника для красоты и здоровья,4,1,6,9
867,216215,Прежний уровень,стандарт,да,3.4,3,603,0.15,Мелкая бытовая техника и электроника,3,0,3,9
868,216216,Прежний уровень,премиум,да,3.9,4,324,0.23,Мелкая бытовая техника и электроника,3,3,5,4
869,216217,Прежний уровень,стандарт,да,5.4,4,866,0.24,Мелкая бытовая техника и электроника,6,2,4,12
870,216218,Прежний уровень,стандарт,да,5.8,4,345,0.12,Техника для красоты и здоровья,5,3,3,9
871,216219,Прежний уровень,премиум,да,4.1,3,784,0.23,Косметика и аксесуары,2,1,6,6
872,216220,Прежний уровень,премиум,да,4.2,5,493,0.13,Косметика и аксесуары,3,2,4,11
873,216221,Прежний уровень,стандарт,да,3.3,5,245,0.3,Домашний текстиль,6,5,2,7
874,216222,Прежний уровень,стандарт,да,4.7,4,451,0.18,Товары для детей,5,4,5,8
875,216223,Прежний уровень,стандарт,да,6.6,5,319,0.21,Техника для красоты и здоровья,5,4,3,11
876,216224,Прежний уровень,стандарт,да,4.3,5,446,0.15,Мелкая бытовая техника и электроника,4,1,5,5
877,216225,Прежний уровень,премиум,да,3.8,5,958,0.14,Товары для детей,5,3,5,10
878,216226,Прежний уровень,стандарт,нет,3.3,5,346,0.29,Домашний текстиль,6,4,4,15
879,216227,Прежний уровень,стандарт,нет,3.3,4,264,0.14,Косметика и аксесуары,4,1,5,12
880,216228,Прежний уровень,стандарт,да,4.0,5,371,0.14,Кухонная посуда,4,1,3,14
881,216229,Прежний уровень,стандарт,да,3.9,3,370,0.21,Товары для детей,2,2,4,12
882,216230,Прежний уровень,стандарт,да,3.5,4,823,0.24,Техника для красоты и здоровья,2,4,2,10
883,216231,Прежний уровень,премиум,да,5.4,3,888,0.13,Техника для красоты и здоровья,3,1,6,11
884,216232,Прежний уровень,стандарт,нет,5.5,4,582,0.21,Косметика и аксесуары,5,1,5,6
885,216233,Прежний уровень,премиум,да,3.9,4,1048,0.21,Техника для красоты и здоровья,3,0,6,14
886,216234,Прежний уровень,стандарт,да,3.6,3,490,0.13,Товары для детей,6,3,5,14
887,216235,Прежний уровень,премиум,нет,4.2,4,978,0.11,Кухонная посуда,2,0,2,5
888,216236,Прежний уровень,стандарт,да,5.8,5,602,0.17,Товары для детей,5,3,3,12
889,216237,Прежний уровень,стандарт,да,4.1,4,551,0.21,Мелкая бытовая техника и электроника,4,1,4,10
890,216238,Прежний уровень,стандарт,да,4.0,4,693,0.27,Кухонная посуда,3,0,5,4
891,216239,Прежний уровень,стандарт,да,3.9,5,154,0.17,Кухонная посуда,5,1,5,7
892,216240,Прежний уровень,стандарт,да,5.2,4,202,0.11,Мелкая бытовая техника и электроника,3,2,0,10
893,216241,Прежний уровень,премиум,да,6.1,3,668,0.17,Домашний текстиль,6,4,4,14
894,216242,Прежний уровень,стандарт,нет,4.9,5,1028,0.27,Техника для красоты и здоровья,2,2,6,8
895,216243,Прежний уровень,стандарт,да,3.3,5,812,0.11,Косметика и аксесуары,4,1,8,5
896,216244,Прежний уровень,премиум,нет,4.2,3,452,0.25,Косметика и аксесуары,4,2,4,10
897,216245,Прежний уровень,премиум,да,3.8,3,992,0.24,Кухонная посуда,2,1,8,15
898,216246,Прежний уровень,стандарт,нет,6.3,5,418,0.3,Товары для детей,5,2,3,13
899,216247,Прежний уровень,стандарт,да,5.4,5,149,0.24,Товары для детей,5,3,2,12
900,216248,Прежний уровень,премиум,да,3.5,4,935,0.24,Товары для детей,4,5,6,15
901,216249,Прежний уровень,премиум,нет,4.0,3,668,0.13,Товары для детей,5,1,2,9
902,216250,Прежний уровень,стандарт,да,4.4,5,869,0.13,Кухонная посуда,5,1,8,16
903,216251,Прежний уровень,стандарт,да,4.0,4,320,0.24,Мелкая бытовая техника и электроника,5,4,3,8
904,216252,Прежний уровень,премиум,да,4.3,3,1036,0.17,Товары для детей,4,2,2,4
905,216253,Прежний уровень,стандарт,да,4.2,3,930,0.21,Техника для красоты и здоровья,5,1,4,4
906,216254,Прежний уровень,премиум,да,4.4,4,1041,0.34,Кухонная посуда,4,1,3,5
907,216255,Прежний уровень,стандарт,нет,6.6,3,274,0.15,Домашний текстиль,5,0,4,9
908,216256,Прежний уровень,стандарт,да,4.0,3,698,0.23,Домашний текстиль,6,5,1,11
909,216257,Прежний уровень,стандарт,да,3.7,4,476,0.18,Товары для детей,4,1,5,8
910,216258,Прежний уровень,стандарт,нет,4.7,3,334,0.17,Косметика и аксесуары,3,2,4,9
911,216259,Прежний уровень,премиум,да,4.7,5,150,0.14,Товары для детей,3,1,5,20
912,216260,Прежний уровень,стандарт,нет,4.9,4,617,0.15,Товары для детей,3,2,6,7
913,216261,Прежний уровень,стандарт,да,4.1,5,591,0.21,Кухонная посуда,3,0,7,4
914,216262,Прежний уровень,стандарт,да,5.3,4,253,0.27,Косметика и аксесуары,2,2,7,10
915,216263,Прежний уровень,стандарт,да,4.6,4,456,0.23,Товары для детей,4,1,4,6
916,216264,Прежний уровень,стандарт,да,3.7,4,428,0.15,Товары для детей,5,4,6,7
917,216265,Прежний уровень,стандарт,да,4.2,3,846,0.3,Домашний текстиль,3,4,4,9
918,216266,Прежний уровень,премиум,нет,3.2,3,337,0.17,Кухонная посуда,3,1,3,8
919,216267,Прежний уровень,стандарт,нет,4.3,5,370,0.24,Техника для красоты и здоровья,5,1,6,8
920,216268,Прежний уровень,стандарт,да,4.1,4,327,0.19,Товары для детей,3,1,0,12
921,216269,Прежний уровень,стандарт,да,4.5,4,608,0.24,Техника для красоты и здоровья,5,1,2,11
922,216270,Прежний уровень,стандарт,нет,3.6,3,318,0.28,Домашний текстиль,5,2,6,10
923,216271,Прежний уровень,премиум,да,5.3,5,881,0.27,Кухонная посуда,3,1,1,6
924,216272,Прежний уровень,стандарт,нет,5.0,4,685,0.26,Товары для детей,3,5,0,8
925,216273,Прежний уровень,премиум,да,5.7,3,503,0.14,Товары для детей,6,1,4,9
926,216274,Прежний уровень,стандарт,да,4.7,4,423,0.25,Товары для детей,5,4,5,4
927,216275,Прежний уровень,премиум,да,5.1,4,855,0.13,Кухонная посуда,4,4,1,7
928,216276,Прежний уровень,премиум,да,6.3,5,925,0.13,Техника для красоты и здоровья,5,3,3,11
929,216277,Прежний уровень,стандарт,да,4.9,4,462,0.13,Мелкая бытовая техника и электроника,5,2,5,10
930,216278,Прежний уровень,стандарт,нет,5.7,4,391,0.16,Товары для детей,5,2,7,12
931,216279,Прежний уровень,премиум,нет,4.9,4,719,0.24,Домашний текстиль,2,1,5,7
932,216280,Прежний уровень,стандарт,да,6.6,4,374,0.17,Домашний текстиль,4,3,8,14
933,216281,Прежний уровень,стандарт,нет,4.1,4,677,0.25,Мелкая бытовая техника и электроника,3,3,5,9
934,216282,Прежний уровень,премиум,да,5.2,3,347,0.16,Техника для красоты и здоровья,3,1,3,11
935,216283,Прежний уровень,стандарт,нет,5.7,5,471,0.19,Косметика и аксесуары,4,2,4,8
936,216284,Прежний уровень,стандарт,да,4.4,3,778,0.21,Техника для красоты и здоровья,3,0,4,7
937,216285,Прежний уровень,стандарт,да,4.4,3,764,0.16,Косметика и аксесуары,4,0,5,7
938,216286,Прежний уровень,стандарт,нет,4.1,5,402,0.3,Техника для красоты и здоровья,4,1,7,6
939,216287,Прежний уровень,стандарт,да,4.0,3,773,0.18,Домашний текстиль,4,3,0,12
940,216288,Прежний уровень,стандарт,да,4.4,4,575,0.13,Мелкая бытовая техника и электроника,5,1,3,11
941,216289,Прежний уровень,стандарт,да,5.4,3,512,0.29,Домашний текстиль,3,4,4,10
942,216290,Прежний уровень,стандарт,да,3.9,5,466,0.2,Товары для детей,5,1,3,11
943,216291,Прежний уровень,стандарт,да,5.3,5,133,0.16,Косметика и аксесуары,5,5,3,11
944,216292,Прежний уровень,стандарт,да,5.9,4,397,0.17,Домашний текстиль,3,4,2,12
945,216293,Прежний уровень,премиум,да,4.4,4,866,0.17,Мелкая бытовая техника и электроника,3,1,6,12
946,216294,Прежний уровень,премиум,да,5.3,4,581,0.19,Косметика и аксесуары,4,1,3,9
947,216295,Прежний уровень,стандарт,нет,5.1,3,712,0.33,Мелкая бытовая техника и электроника,2,1,1,10
948,216296,Прежний уровень,стандарт,да,5.1,3,994,0.13,Товары для детей,4,3,1,7
949,216297,Прежний уровень,стандарт,нет,5.5,4,751,0.21,Косметика и аксесуары,2,3,4,3
950,216298,Прежний уровень,стандарт,да,5.8,4,567,0.28,Товары для детей,3,1,2,8
951,216299,Прежний уровень,стандарт,да,5.1,4,669,0.16,Товары для детей,4,1,4,6
952,216300,Прежний уровень,стандарт,да,3.7,4,714,0.26,Техника для красоты и здоровья,6,3,3,9
953,216301,Прежний уровень,премиум,да,3.9,5,410,0.2,Косметика и аксесуары,3,1,5,14
954,216302,Прежний уровень,стандарт,да,2.6,4,714,0.26,Товары для детей,2,0,5,9
955,216303,Прежний уровень,стандарт,да,4.2,5,624,0.18,Техника для красоты и здоровья,3,1,5,8
956,216304,Прежний уровень,стандарт,да,4.1,4,244,0.15,Товары для детей,2,2,4,10
957,216305,Прежний уровень,премиум,нет,4.9,4,508,0.14,Косметика и аксесуары,2,1,6,8
958,216306,Прежний уровень,премиум,да,3.8,4,370,0.21,Косметика и аксесуары,2,4,1,15
959,216307,Прежний уровень,премиум,да,3.3,4,488,0.13,Домашний текстиль,4,2,8,10
960,216308,Прежний уровень,премиум,да,4.7,4,974,0.24,Техника для красоты и здоровья,1,2,0,14
961,216309,Прежний уровень,стандарт,да,4.2,4,633,0.28,Техника для красоты и здоровья,2,3,4,9
962,216310,Прежний уровень,стандарт,да,5.8,4,396,0.27,Косметика и аксесуары,2,1,2,10
963,216311,Прежний уровень,стандарт,нет,4.4,4,250,0.17,Косметика и аксесуары,2,2,7,7
964,216312,Прежний уровень,стандарт,да,4.9,5,215,0.15,Домашний текстиль,2,5,5,8
965,216313,Прежний уровень,премиум,нет,4.2,4,639,0.3,Косметика и аксесуары,2,0,3,7
966,216314,Прежний уровень,премиум,да,5.5,5,269,0.21,Товары для детей,2,4,1,17
967,216315,Прежний уровень,стандарт,да,4.3,5,211,0.23,Косметика и аксесуары,1,1,5,6
968,216316,Прежний уровень,стандарт,да,3.3,4,564,0.19,Косметика и аксесуары,1,3,1,9
969,216317,Прежний уровень,стандарт,да,3.9,4,465,0.2,Мелкая бытовая техника и электроника,1,0,5,6
970,216318,Прежний уровень,премиум,да,3.9,5,1040,0.3,Косметика и аксесуары,2,3,5,14
971,216319,Прежний уровень,премиум,да,3.2,3,763,0.28,Домашний текстиль,1,1,3,17
972,216320,Прежний уровень,стандарт,да,4.3,5,951,0.3,Кухонная посуда,1,4,5,11
973,216321,Прежний уровень,стандарт,нет,4.3,5,544,0.23,Техника для красоты и здоровья,2,3,4,10
974,216322,Прежний уровень,премиум,да,5.7,4,918,0.3,Косметика и аксесуары,1,3,5,11
975,216323,Прежний уровень,стандарт,да,4.1,4,927,0.24,Домашний текстиль,2,5,4,11
976,216324,Прежний уровень,премиум,да,4.3,5,509,0.25,Мелкая бытовая техника и электроника,3,5,4,9
977,216325,Прежний уровень,стандарт,да,2.6,3,864,0.14,Домашний текстиль,2,1,4,12
978,216326,Прежний уровень,стандарт,нет,3.9,3,219,0.23,Мелкая бытовая техника и электроника,3,2,6,4
979,216327,Прежний уровень,стандарт,да,5.5,5,774,0.16,Косметика и аксесуары,2,1,0,7
980,216328,Прежний уровень,премиум,да,4.1,4,686,0.14,Техника для красоты и здоровья,2,3,2,10
981,216329,Прежний уровень,премиум,да,5.5,4,894,0.99,Техника для красоты и здоровья,4,0,7,11
982,216330,Прежний уровень,стандарт,нет,4.1,5,401,0.16,Техника для красоты и здоровья,1,2,3,17
983,216331,Прежний уровень,стандарт,да,4.2,4,470,0.23,Кухонная посуда,1,4,4,9
984,216332,Прежний уровень,стандарт,да,4.3,4,975,0.16,Товары для детей,2,2,8,8
985,216333,Прежний уровень,стандарт,да,4.4,5,449,0.23,Товары для детей,5,1,4,13
986,216334,Прежний уровень,премиум,да,6.1,3,1056,0.17,Домашний текстиль,2,3,7,8
987,216335,Прежний уровень,премиум,да,4.8,3,616,0.16,Техника для красоты и здоровья,3,2,2,11
988,216336,Прежний уровень,премиум,нет,5.5,3,618,0.95,Техника для красоты и здоровья,5,0,4,13
989,216337,Прежний уровень,стандарт,нет,3.7,3,638,0.13,Домашний текстиль,5,3,6,17
990,216338,Прежний уровень,стандарт,да,6.1,5,360,0.28,Техника для красоты и здоровья,5,3,6,9
991,216339,Прежний уровень,стандарт,нет,5.8,4,148,0.3,Косметика и аксесуары,3,2,8,3
992,216340,Прежний уровень,стандарт,да,4.9,3,854,0.99,Техника для красоты и здоровья,2,0,4,6
993,216341,Прежний уровень,стандарт,да,5.1,4,793,0.13,Домашний текстиль,5,1,3,12
994,216342,Прежний уровень,стандарт,нет,4.6,3,610,0.16,Косметика и аксесуары,3,0,3,19
995,216343,Прежний уровень,стандарт,да,5.5,4,327,0.17,Кухонная посуда,4,4,5,8
996,216344,Прежний уровень,премиум,да,4.7,4,597,0.12,Домашний текстиль,2,3,4,16
997,216345,Прежний уровень,премиум,да,4.4,4,1006,0.3,Мелкая бытовая техника и электроника,4,3,7,10
998,216346,Прежний уровень,стандарт,нет,4.0,4,282,0.14,Кухонная посуда,2,0,6,10
999,216347,Прежний уровень,премиум,да,5.4,3,491,0.15,Домашний текстиль,2,5,4,11
1000,216348,Прежний уровень,стандарт,да,3.9,5,356,0.28,Мелкая бытовая техника и электроника,4,0,8,6
1001,216349,Прежний уровень,стандарт,нет,5.5,4,341,0.16,Косметика и аксесуары,4,1,2,10
1002,216350,Прежний уровень,стандарт,да,4.1,4,802,0.3,Кухонная посуда,2,3,6,9
1003,216351,Прежний уровень,стандарт,да,5.3,4,378,0.23,Техника для красоты и здоровья,5,3,4,15
1004,216352,Прежний уровень,стандарт,да,5.8,5,624,0.26,Кухонная посуда,2,3,7,8
1005,216353,Прежний уровень,стандарт,да,4.1,4,795,0.3,Товары для детей,6,2,4,8
1006,216354,Прежний уровень,стандарт,нет,6.1,5,823,0.25,Товары для детей,3,4,6,15
1007,216355,Прежний уровень,стандарт,да,5.1,4,433,0.14,Товары для детей,4,1,4,9
1008,216356,Прежний уровень,стандарт,да,5.5,4,1022,0.91,Мелкая бытовая техника и электроника,3,0,3,11
1009,216357,Прежний уровень,стандарт,нет,4.1,4,184,0.99,Кухонная посуда,3,4,5,7
1010,216358,Прежний уровень,премиум,да,4.1,4,835,0.13,Домашний текстиль,3,3,4,16
1011,216359,Прежний уровень,стандарт,да,4.9,5,387,0.12,Кухонная посуда,4,1,6,7
1012,216360,Прежний уровень,стандарт,нет,5.0,5,567,0.17,Косметика и аксесуары,3,2,4,17
1013,216361,Прежний уровень,стандарт,нет,4.9,5,519,0.25,Косметика и аксесуары,3,0,9,9
1014,216362,Прежний уровень,премиум,да,3.9,4,776,0.3,Товары для детей,3,1,3,8
1015,216363,Прежний уровень,премиум,да,2.6,4,620,0.28,Товары для детей,3,2,7,8
1016,216364,Прежний уровень,стандарт,нет,3.6,4,514,0.95,Товары для детей,4,4,5,13
1017,216365,Прежний уровень,премиум,да,4.4,5,597,0.24,Товары для детей,3,5,4,15
1018,216366,Прежний уровень,стандарт,да,3.7,5,368,0.11,Домашний текстиль,6,4,6,10
1019,216367,Прежний уровень,премиум,да,4.6,3,568,0.28,Домашний текстиль,3,4,5,14
1020,216368,Прежний уровень,премиум,да,4.3,4,1061,0.24,Домашний текстиль,5,2,6,16
1021,216369,Прежний уровень,стандарт,да,4.3,4,779,0.25,Мелкая бытовая техника и электроника,3,3,8,4
1022,216370,Прежний уровень,стандарт,нет,5.2,4,717,0.13,Кухонная посуда,2,3,5,9
1023,216371,Прежний уровень,стандарт,нет,3.3,3,414,0.94,Домашний текстиль,2,1,5,9
1024,216372,Прежний уровень,стандарт,нет,4.9,4,477,0.18,Товары для детей,4,2,2,14
1025,216373,Прежний уровень,стандарт,да,4.2,4,651,0.12,Техника для красоты и здоровья,3,1,2,10
1026,216374,Прежний уровень,стандарт,да,4.4,4,1024,0.27,Косметика и аксесуары,3,4,4,8
1027,216375,Прежний уровень,стандарт,да,5.8,3,345,0.15,Кухонная посуда,5,1,2,7
1028,216376,Прежний уровень,стандарт,нет,3.4,4,514,0.27,Техника для красоты и здоровья,3,2,5,6
1029,216377,Прежний уровень,стандарт,да,4.1,4,553,0.95,Домашний текстиль,5,3,5,15
1030,216378,Прежний уровень,премиум,да,5.7,3,636,0.14,Товары для детей,3,2,7,11
1031,216379,Прежний уровень,премиум,да,3.3,4,827,0.25,Домашний текстиль,4,2,4,14
1032,216380,Прежний уровень,стандарт,да,5.7,3,286,0.13,Мелкая бытовая техника и электроника,6,5,2,8
1033,216381,Прежний уровень,стандарт,да,4.2,4,201,0.23,Мелкая бытовая техника и электроника,5,3,5,18
1034,216382,Прежний уровень,премиум,нет,4.5,3,762,0.24,Товары для детей,5,0,3,8
1035,216383,Прежний уровень,стандарт,да,4.3,5,748,0.95,Косметика и аксесуары,3,1,6,6
1036,216384,Прежний уровень,стандарт,нет,3.2,3,973,0.11,Товары для детей,4,4,4,12
1037,216385,Прежний уровень,стандарт,нет,3.9,5,789,0.94,Техника для красоты и здоровья,4,1,6,10
1038,216386,Прежний уровень,стандарт,да,4.3,4,661,0.17,Мелкая бытовая техника и электроника,5,5,7,6
1039,216387,Прежний уровень,стандарт,нет,4.0,4,478,0.21,Товары для детей,5,2,6,12
1040,216388,Прежний уровень,стандарт,да,4.3,4,356,0.15,Кухонная посуда,3,2,4,6
1041,216389,Прежний уровень,стандарт,да,4.9,4,592,0.21,Домашний текстиль,2,5,9,8
1042,216390,Прежний уровень,стандарт,да,6.1,5,876,0.17,Товары для детей,3,3,5,8
1043,216391,Прежний уровень,стандарт,нет,4.3,5,234,0.25,Косметика и аксесуары,4,2,5,8
1044,216392,Прежний уровень,стандарт,да,4.6,5,356,0.17,Товары для детей,3,4,3,13
1045,216393,Прежний уровень,премиум,да,3.5,4,435,0.24,Домашний текстиль,5,2,7,10
1046,216394,Прежний уровень,стандарт,нет,4.7,3,440,0.12,Мелкая бытовая техника и электроника,4,2,4,10
1047,216395,Прежний уровень,стандарт,да,3.9,4,475,0.3,Домашний текстиль,4,5,5,12
1048,216396,Прежний уровень,премиум,да,5.4,4,723,0.15,Техника для красоты и здоровья,5,3,2,11
1049,216397,Прежний уровень,стандарт,да,4.2,5,199,0.94,Товары для детей,4,2,6,4
1050,216398,Прежний уровень,стандарт,нет,5.7,3,1010,0.15,Товары для детей,3,0,6,3
1051,216399,Прежний уровень,стандарт,да,3.8,4,265,0.95,Техника для красоты и здоровья,5,2,1,12
1052,216400,Прежний уровень,стандарт,да,5.0,3,1000,0.17,Мелкая бытовая техника и электроника,4,1,4,5
1053,216401,Прежний уровень,стандарт,да,5.1,4,471,0.25,Домашний текстиль,3,3,4,8
1054,216402,Прежний уровень,стандарт,да,4.9,3,378,0.17,Товары для детей,5,4,2,13
1055,216403,Прежний уровень,стандарт,нет,3.7,4,596,0.15,Товары для детей,3,0,9,15
1056,216404,Прежний уровень,премиум,да,5.5,5,776,0.18,Товары для детей,5,2,6,13
1057,216405,Прежний уровень,стандарт,да,4.0,4,436,0.21,Мелкая бытовая техника и электроника,4,1,6,9
1058,216406,Прежний уровень,стандарт,да,4.6,4,713,0.24,Мелкая бытовая техника и электроника,4,4,7,12
1059,216407,Прежний уровень,стандарт,да,4.1,5,646,0.16,Техника для красоты и здоровья,6,3,6,8
1060,216408,Прежний уровень,премиум,нет,4.9,4,424,0.3,Домашний текстиль,4,4,9,11
1061,216409,Прежний уровень,премиум,да,4.8,4,425,0.25,Товары для детей,4,3,1,11
1062,216410,Прежний уровень,премиум,да,4.8,3,939,0.11,Домашний текстиль,6,1,7,12
1063,216411,Прежний уровень,стандарт,да,5.1,4,602,0.23,Товары для детей,2,2,8,9
1064,216412,Прежний уровень,стандарт,да,5.5,3,847,0.11,Мелкая бытовая техника и электроника,5,1,5,4
1065,216413,Прежний уровень,премиум,да,5.2,3,1032,0.95,Мелкая бытовая техника и электроника,3,5,2,11
1066,216414,Прежний уровень,стандарт,нет,3.9,5,380,0.16,Товары для детей,3,1,3,5
1067,216415,Прежний уровень,стандарт,да,4.7,4,536,0.16,Домашний текстиль,6,3,4,11
1068,216416,Прежний уровень,премиум,да,5.3,3,784,0.17,Товары для детей,6,4,2,8
1069,216417,Прежний уровень,премиум,да,4.6,3,485,0.23,Мелкая бытовая техника и электроника,2,5,7,13
1070,216418,Прежний уровень,стандарт,нет,5.9,4,121,0.24,Товары для детей,3,2,0,14
1071,216419,Прежний уровень,стандарт,да,5.3,4,889,0.28,Техника для красоты и здоровья,2,1,4,11
1072,216420,Прежний уровень,стандарт,да,6.3,4,606,0.25,Косметика и аксесуары,2,5,1,9
1073,216421,Прежний уровень,премиум,да,4.1,3,302,0.95,Товары для детей,2,2,2,6
1074,216422,Прежний уровень,стандарт,да,5.2,5,726,0.25,Мелкая бытовая техника и электроника,4,5,6,12
1075,216423,Прежний уровень,стандарт,да,4.4,3,280,0.17,Домашний текстиль,1,2,6,4
1076,216424,Прежний уровень,премиум,да,4.4,4,993,0.17,Домашний текстиль,2,3,9,8
1077,216425,Прежний уровень,стандарт,да,3.8,4,205,0.17,Техника для красоты и здоровья,2,3,8,17
1078,216426,Прежний уровень,стандарт,нет,3.3,3,712,0.13,Домашний текстиль,2,0,7,8
1079,216427,Прежний уровень,стандарт,да,3.9,5,513,0.3,Косметика и аксесуары,2,4,3,9
1080,216428,Прежний уровень,стандарт,да,4.9,5,595,0.15,Кухонная посуда,2,1,1,11
1081,216429,Прежний уровень,стандарт,да,5.7,4,509,0.26,Техника для красоты и здоровья,2,2,2,16
1082,216430,Прежний уровень,стандарт,да,3.4,4,540,0.24,Товары для детей,1,3,5,10
1083,216431,Прежний уровень,стандарт,да,3.8,5,275,0.17,Товары для детей,1,5,4,13
1084,216432,Прежний уровень,премиум,да,3.5,4,844,0.24,Товары для детей,1,5,8,18
1085,216433,Прежний уровень,стандарт,нет,4.0,3,788,0.23,Товары для детей,2,3,4,7
1086,216434,Прежний уровень,премиум,да,5.3,3,724,0.15,Косметика и аксесуары,1,1,6,9
1087,216435,Прежний уровень,премиум,да,5.8,4,190,0.3,Домашний текстиль,1,4,5,11
1088,216436,Прежний уровень,стандарт,да,4.6,4,785,0.24,Мелкая бытовая техника и электроника,2,1,6,13
1089,216437,Прежний уровень,стандарт,нет,3.3,5,517,0.25,Товары для детей,1,2,1,9
1090,216438,Прежний уровень,стандарт,нет,4.8,4,460,0.2,Техника для красоты и здоровья,2,1,5,6
1091,216439,Прежний уровень,стандарт,да,6.1,4,627,0.13,Мелкая бытовая техника и электроника,3,3,1,13
1092,216440,Прежний уровень,стандарт,да,3.2,4,703,0.3,Мелкая бытовая техника и электроника,2,1,6,6
1093,216441,Прежний уровень,стандарт,нет,4.1,4,136,0.3,Мелкая бытовая техника и электроника,3,4,3,10
1094,216442,Прежний уровень,стандарт,да,3.8,4,907,0.13,Косметика и аксесуары,2,1,8,4
1095,216443,Прежний уровень,стандарт,нет,4.8,4,322,0.17,Домашний текстиль,2,3,6,6
1096,216444,Прежний уровень,премиум,да,5.7,5,423,0.28,Мелкая бытовая техника и электроника,4,2,6,15
1097,216445,Прежний уровень,стандарт,да,4.9,5,307,0.99,Техника для красоты и здоровья,1,2,6,9
1098,216446,Прежний уровень,стандарт,да,5.3,5,433,0.91,Техника для красоты и здоровья,1,1,0,7
1099,216447,Прежний уровень,премиум,да,5.5,5,953,0.24,Домашний текстиль,2,2,4,14
1100,216448,Прежний уровень,премиум,да,3.3,4,964,0.14,Домашний текстиль,4,3,8,6
1101,216449,Прежний уровень,стандарт,да,3.6,4,618,0.24,Техника для красоты и здоровья,3,2,7,3
1102,216450,Прежний уровень,стандарт,нет,6.1,3,372,0.16,Мелкая бытовая техника и электроника,3,3,6,10
1103,216451,Прежний уровень,премиум,да,3.5,4,972,0.18,Мелкая бытовая техника и электроника,3,1,6,5
1104,216452,Прежний уровень,стандарт,нет,4.6,3,238,0.11,Домашний текстиль,6,0,6,11
1105,216453,Прежний уровень,стандарт,да,4.1,5,449,0.25,Товары для детей,4,4,3,13
1106,216454,Прежний уровень,премиум,да,4.4,5,929,0.14,Кухонная посуда,5,1,6,7
1107,216455,Прежний уровень,стандарт,нет,4.7,4,511,0.13,Товары для детей,2,3,7,12
1108,216456,Прежний уровень,стандарт,да,5.5,3,868,0.14,Товары для детей,3,2,6,11
1109,216457,Прежний уровень,стандарт,нет,5.7,4,259,0.14,Мелкая бытовая техника и электроника,4,1,4,10
1110,216458,Прежний уровень,стандарт,да,5.5,4,739,0.28,Мелкая бытовая техника и электроника,3,0,6,9
1111,216459,Прежний уровень,стандарт,да,3.9,4,539,0.13,Косметика и аксесуары,3,0,4,14
1112,216460,Прежний уровень,стандарт,да,4.4,5,237,0.95,Техника для красоты и здоровья,4,3,4,4
1113,216461,Прежний уровень,премиум,да,5.5,4,781,0.23,Косметика и аксесуары,3,1,6,9
1114,216462,Прежний уровень,премиум,да,4.7,3,398,0.12,Товары для детей,2,5,3,15
1115,216463,Прежний уровень,стандарт,да,3.9,5,175,0.99,Техника для красоты и здоровья,4,2,5,7
